40.6943,-73.9249,40.6501,-73.9496,5.33804
40.6943,-73.9249,40.7834,-73.9662,10.5007
40.6943,-73.9249,40.7498,-73.7976,12.3763
34.1139,-118.407,34.4155,-118.499,34.5947
34.1139,-118.407,33.8059,-118.161,41.0712
41.8373,-87.6861,43.064,-87.9669,138.334
25.784,-80.2102,27.2796,-80.3883,167.244
32.7937,-96.7662,32.6998,-97.125,35.1428
32.7937,-96.7662,32.4659,-93.7959,280.523
40.0076,-75.134,40.2237,-74.764,39.5896
40.0076,-75.134,40.5961,-75.4756,71.5633
29.7868,-95.3905,30.3006,-97.7517,234.343
38.9047,-77.0163,39.3051,-76.6144,56.4343
38.9047,-77.0163,37.5295,-77.4756,158.092
33.7626,-84.4228,35.0657,-85.2488,163.512
42.3188,-71.0846,42.2705,-71.8079,59.7333
33.5722,-112.089,33.4017,-111.718,39.2834
33.5722,-112.089,36.0145,-115.036,382.285
47.6211,-122.324,45.5372,-122.65,233.051
47.6211,-122.324,47.6671,-117.433,366.418
37.7562,-122.443,37.7903,-122.216,20.2656
37.7562,-122.443,38.4465,-122.706,80.1333
37.7562,-122.443,21.3294,-157.846,3848.8
42.3834,-83.1024,42.2755,-83.7312,53.0644
42.3834,-83.1024,41.4767,-81.6805,154.917
32.8312,-117.123,33.5719,-117.191,82.6069
44.9635,-93.2678,44.9477,-93.104,13.0082
27.9937,-82.4454,28.0557,-81.9543,48.6952
27.9937,-82.4454,27.3391,-82.5439,73.4317
39.7621,-104.876,39.7084,-104.727,14.0321
39.7621,-104.876,40.5479,-105.066,88.8549
40.6501,-73.9496,40.5834,-74.1496,18.4386
39.3051,-76.6144,40.0421,-76.3012,86.2231
33.9381,-117.395,33.6095,-117.655,43.7484
33.9381,-117.395,34.5277,-117.354,65.6693
38.6358,-90.2451,37.1943,-93.2915,311.599
36.2291,-115.261,36.0145,-115.036,31.2413
29.4722,-98.5247,30.3006,-97.7517,118.484
29.4722,-98.5247,27.7173,-97.3822,224.763
38.5667,-121.468,37.9766,-121.311,67.034
38.5667,-121.468,39.5497,-119.848,177.513
37.3018,-121.849,37.7903,-122.216,63.2701
28.4788,-81.342,28.3042,-81.4164,20.7339
28.4788,-81.342,29.5389,-81.246,118.247
41.4767,-81.6805,41.0802,-81.5219,46.0377
40.4396,-79.9763,41.0993,-80.6463,92.5439
39.1412,-84.5059,39.7797,-84.1998,75.705
39.1412,-84.5059,38.0423,-84.4587,122.261
39.1412,-84.5059,39.7771,-86.1458,157.543
40.7834,-73.9662,40.8501,-73.8662,11.2171
30.3006,-97.7517,32.6998,-97.125,273.313
39.1239,-94.5541,37.1943,-93.2915,241.288
39.1239,-94.5541,41.2628,-96.0495,269.615
39.986,-82.9852,39.7797,-84.1998,106.145
36.7335,-76.0435,37.5295,-77.4756,154.761
35.2079,-80.8303,36.1029,-80.261,112.025
35.2079,-80.8303,34.037,-80.9042,130.374
35.2079,-80.8303,34.8363,-82.365,145.73
40.8501,-73.8662,41.1909,-73.1958,67.8175
43.064,-87.9669,43.0808,-89.3922,115.786
43.064,-87.9669,42.9615,-85.6557,188.254
41.8229,-71.4186,42.2705,-71.8079,59.2492
30.3322,-81.6749,29.5389,-81.246,97.4125
30.3322,-81.6749,32.8137,-79.9643,319.984
40.7774,-111.93,41.228,-111.968,50.2037
40.7774,-111.93,40.2458,-111.646,63.8136
36.1714,-86.7844,34.6989,-86.6414,164.246
35.1047,-89.9773,34.7255,-92.3581,221.132
35.1047,-89.9773,32.3163,-90.2124,310.817
37.5295,-77.4756,35.9797,-78.9037,214.201
30.0687,-89.9288,30.4423,-91.1314,122.751
30.0687,-89.9288,30.6783,-88.1162,186.63
35.8323,-78.6439,35.9797,-78.9037,28.5684
35.8323,-78.6439,35.0846,-78.9776,88.4635
38.1662,-85.6488,38.0423,-84.4587,105.038
35.4676,-97.5136,36.1284,-95.9042,162.684
35.4676,-97.5136,33.2176,-97.1421,252.502
41.1909,-73.1958,41.3112,-72.9245,26.3314
41.1909,-73.1958,41.6949,-73.921,82.4293
42.9017,-78.8487,43.168,-77.6162,104.457
41.7661,-72.6834,42.1155,-72.5395,40.6337
41.7661,-72.6834,41.3112,-72.9245,54.4175
32.7814,-97.3473,32.6998,-97.125,22.6851
32.7814,-97.3473,33.2176,-97.1421,52.1417
32.1546,-110.878,33.4017,-111.718,159.358
32.1546,-110.878,31.8479,-106.431,420.722
31.8479,-106.431,35.1053,-106.646,362.757
41.2628,-96.0495,41.5725,-93.6104,206.274
26.2325,-98.2467,27.7173,-97.3822,186.003
35.1053,-106.646,38.8674,-104.761,450.582
33.5276,-86.7988,34.6989,-86.6414,131.046
39.7797,-84.1998,41.0885,-85.1436,166.01
43.168,-77.6162,43.0409,-76.1438,120.367
27.3391,-82.5439,26.6444,-81.9956,94.4377
36.7834,-119.794,37.6374,-121.003,143.088
36.7834,-119.794,35.353,-119.036,173.032
40.5961,-75.4756,41.4044,-75.6649,91.2719
40.5961,-75.4756,40.0421,-76.3012,93.2414
36.1284,-95.9042,36.0713,-94.166,156.295
36.1284,-95.9042,37.6897,-97.3442,215.705
37.9722,-122.002,37.9789,-121.796,18.0629
37.9722,-122.002,37.7903,-122.216,27.6555
26.6444,-81.9956,26.3559,-81.7861,38.2588
42.1155,-72.5395,42.2705,-71.8079,62.6869
38.8674,-104.761,39.7084,-104.727,93.5586
38.8674,-104.761,37.6897,-97.3442,660.28
32.8137,-79.9643,34.037,-80.9042,161.587
42.9615,-85.6557,42.7142,-84.56,93.4756
33.6095,-117.655,33.7366,-117.882,25.3025
33.6095,-117.655,33.5719,-117.191,43.2
42.6664,-73.7987,41.6949,-73.921,108.495
35.9692,-83.9495,35.5706,-82.5537,133.5
35.9692,-83.9495,35.0657,-85.2488,154.663
35.9692,-83.9495,38.0423,-84.4587,234.91
30.4423,-91.1314,32.3163,-90.2124,225.902
35.353,-119.036,34.6934,-118.175,107.34
41.228,-111.968,43.6006,-116.232,438.226
34.037,-80.9042,33.3645,-82.0708,131.294
41.0802,-81.5219,41.0993,-80.6463,73.4105
27.9861,-80.6628,28.3042,-81.4164,81.9177
27.9861,-80.6628,27.2796,-80.3883,83.0829
41.6639,-83.5822,42.2755,-83.7312,69.1134
41.6639,-83.5822,41.0885,-85.1436,145.141
33.5719,-117.191,33.7346,-116.235,90.3441
41.5725,-93.6104,41.5563,-90.6052,250.018
40.5834,-74.1496,40.2237,-74.764,65.6218
33.8059,-118.161,33.7366,-117.882,26.9241
34.8363,-82.365,35.5706,-82.5537,83.431
34.7255,-92.3581,36.0713,-94.166,221.907
40.2752,-76.8843,40.0421,-76.3012,55.9223
43.0808,-89.3922,41.5563,-90.6052,196.673
43.0808,-89.3922,44.9477,-93.104,362.151
39.5497,-119.848,43.6006,-116.232,541.54
36.1029,-80.261,36.0956,-79.8269,39.0102
35.9797,-78.9037,36.0956,-79.8269,84.0042
43.0409,-76.1438,41.4044,-75.6649,186.193
35.0657,-85.2488,34.6989,-86.6414,133.414
47.6671,-117.433,43.6006,-116.232,461.705
37.9766,-121.311,37.9789,-121.796,42.4668
37.9766,-121.311,37.6374,-121.003,46.4399
34.1962,-119.182,34.4155,-118.499,67.2813
28.3042,-81.4164,28.0557,-81.9543,59.5243
33.839,-117.857,33.7366,-117.882,11.6129
34.6934,-118.175,34.4155,-118.499,42.8337
34.5277,-117.354,36.0145,-115.036,267.559
30.4427,-87.1886,30.6783,-88.1162,92.5996
36.0713,-94.166,37.1943,-93.2915,147.247
43.0236,-83.6922,42.7142,-84.56,78.6459
43.0236,-83.6922,42.2755,-83.7312,83.2461
